TGA;LA;GB;2019;1;8;5;Frijol Zamorano;Oropolí;;Medida (5 lb);Lempira;65;65
TGA;LA;GB;2019;1;8;5;Maíz amarillo;Olancho;;Medida (5 lb);Lempira;22;24
TGA;LA;GB;2019;1;8;5;Maíz blanco;Olancho;;Medida (5 lb);Lempira;22;24
TGA;LA;GB;2019;1;8;5;Sorgo blanco;Choluteca;;Medida (5 lb);Lempira;38;40
TGA;LA;GB;2019;1;8;5;Soya clasificada;Comayagua;;Libra;Lempira;17;20
TGA;LA;GB;2019;1;9;6;Arroz clasificado (90/10);Villanueva;;Libra;Lempira;10;10
TGA;LA;GB;2019;1;9;6;Arroz miga;Villanueva;;Libra;Lempira;7;7
TGA;LA;GB;2019;1;9;6;Arroz precocido;Danlí;;Libra;Lempira;11;11
TGA;LA;GB;2019;1;9;6;Cacahuate/maní con cáscara;Nicaragua;;Libra;Lempira;22;24
TGA;LA;GB;2019;1;9;6;Frijol rojo;Danlí;;Medida (5 lb);Lempira;60;60
TGA;LA;GB;2019;1;9;6;Frijol rosado;Danlí;;Medida (5 lb);Lempira;65;65
TGA;LA;GB;2019;1;9;6;Frijol tinto;Danlí;;Medida (5 lb);Lempira;65;65
TGA;LA;GB;2019;1;9;6;Frijol Zamorano;Oropolí;;Medida (5 lb);Lempira;65;65
TGA;LA;GB;2019;1;9;6;Maíz amarillo;Olancho;;Medida (5 lb);Lempira;22;24
TGA;LA;GB;2019;1;9;6;Maíz blanco;Olancho;;Medida (5 lb);Lempira;22;24
TGA;LA;GB;2019;1;9;6;Sorgo blanco;Choluteca;;Medida (5 lb);Lempira;38;40
TGA;LA;GB;2019;1;9;6;Soya clasificada;Comayagua;;Libra;Lempira;20;20
TGA;LA;GB;2019;1;10;7;Arroz clasificado (90/10);Villanueva;;Libra;Lempira;10;10
TGA;LA;GB;2019;1;10;7;Arroz miga;Villanueva;;Libra;Lempira;7;7
TGA;LA;GB;2019;1;10;7;Arroz precocido;Danlí;;Libra;Lempira;11;11
TGA;LA;GB;2019;1;10;7;Cacahuate/maní con cáscara;Jamastrán;;Libra;Lempira;22;24
TGA;LA;GB;2019;1;10;7;Cacahuate/maní con cáscara;Nicaragua;;Libra;Lempira;22;24
TGA;LA;GB;2019;1;10;7;Frijol rojo;Danlí;;Medida (5 lb);Lempira;60;60
TGA;LA;GB;2019;1;10;7;Frijol rosado;Danlí;;Medida (5 lb);Lempira;65;65
TGA;LA;GB;2019;1;10;7;Frijol tinto;Danlí;;Medida (5 lb);Lempira;65;65
TGA;LA;GB;2019;1;10;7;Frijol Zamorano;Oropolí;;Medida (5 lb);Lempira;65;65
TGA;LA;GB;2019;1;10;7;Maíz amarillo;Olancho;;Medida (5 lb);Lempira;22;24
TGA;LA;GB;2019;1;10;7;Maíz blanco;Olancho;;Medida (5 lb);Lempira;22;24
TGA;LA;GB;2019;1;10;7;Sorgo blanco;Choluteca;;Medida (5 lb);Lempira;35;40
TGA;LA;GB;2019;1;10;7;Soya clasificada;Comayagua;;Libra;Lempira;20;20
TGA;LA;GB;2019;1;11;8;Arroz clasificado (90/10);Villanueva;;Libra;Lempira;10;10
TGA;LA;GB;2019;1;11;8;Arroz miga;Villanueva;;Libra;Lempira;7;7
TGA;LA;GB;2019;1;11;8;Arroz precocido;Danlí;;Libra;Lempira;11;11
TGA;LA;GB;2019;1;11;8;Cacahuate/maní con cáscara;Jamastrán;;Libra;Lempira;20;24
TGA;LA;GB;2019;1;11;8;Cacahuate/maní con cáscara;Nicaragua;;Libra;Lempira;20;24
TGA;LA;GB;2019;1;11;8;Frijol rosado;Danlí;;Medida (5 lb);Lempira;65;65
TGA;LA;GB;2019;1;11;8;Frijol tinto;Danlí;;Medida (5 lb);Lempira;65;65
TGA;LA;GB;2019;1;11;8;Frijol Zamorano;Oropolí;;Medida (5 lb);Lempira;65;65
